,Unnamed: 0,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,mol,QED
96,145,COC=1C=CC(=CC1Cl)NC(=O)C=2C=CC=3N=CSC3C2,Z26743609,318.779,318.779,3.669,-5.02,1,3,51.22,4,https://real.enamine.net/public-enum-files/Z26743609,<rdkit.Chem.rdchem.Mol object at 0x16c0136f0>,0.7866583648197967
97,146,O=C(NCC=1C=CC(=NC1)N2C=NC=N2)C=3C=NC4=CC=CC=C4N3,Z422971012,331.332,331.332,0.867,-3.33,1,6,98.48,5,https://real.enamine.net/public-enum-files/Z422971012,<rdkit.Chem.rdchem.Mol object at 0x16c013760>,0.6088433216714947
98,149,CC=1C=CC=2C(=COC2C1)CC(=O)NC=3C(C)=CC=CC3C,Z27072047,293.36,293.36,3.456,-4.86,1,1,42.24,4,https://real.enamine.net/public-enum-files/Z27072047,<rdkit.Chem.rdchem.Mol object at 0x16c0137d0>,0.7700360781276041
99,150,O=C(NC1=NN=C(S1)C2CC2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Z27167316,381.298,381.298,3.916,-5.74,1,3,54.88,6,https://real.enamine.net/public-enum-files/Z27167316,<rdkit.Chem.rdchem.Mol object at 0x16c013840>,0.7841230557520481
100,152,CC=1C=CC(C(=O)NC(C)C=2C=CC(=CC2)N3C=CN=C3)=C(C)C1,Z27307086,319.401,319.401,3.734,-4.82,1,2,46.92,5,https://real.enamine.net/public-enum-files/Z27307086,<rdkit.Chem.rdchem.Mol object at 0x16c0138b0>,0.7904330185143779
101,153,CC(NC(=O)C1=CC=2C=CC=CC2O1)C=3C=CC(=CC3)N4C=CN=C4,Z27306835,331.369,331.369,3.636,-4.87,1,2,60.06,5,https://real.enamine.net/public-enum-files/Z27306835,<rdkit.Chem.rdchem.Mol object at 0x16c013920>,0.6120372548775477
102,154,CS(=O)(=O)C=1C=CC=C(C1)C(=O)NC2=NC=3C=CC(Cl)=CC3S2,Z27366333,366.845,366.845,2.821,-5.338,1,4,76.13,4,https://real.enamine.net/public-enum-files/Z27366333,<rdkit.Chem.rdchem.Mol object at 0x16c013990>,0.7678394038172611
103,156,CC(NC(=O)C=1C=CC=C(C1)OC=2C=CC=CC2)C=3C=CC=CN3,Z27633516,318.37,318.37,3.739,-4.753,1,2,51.22,6,https://real.enamine.net/public-enum-files/Z27633516,<rdkit.Chem.rdchem.Mol object at 0x16c013a00>,0.7599676324734277
104,157,COC=1C=C(C=CC1OC(C)C)C(=O)N2C=3C=CC=CC3CC2C,Z27690840,325.402,325.402,3.886,-4.585,0,3,38.77,4,https://real.enamine.net/public-enum-files/Z27690840,<rdkit.Chem.rdchem.Mol object at 0x16c013a70>,0.8502391302761835
105,158,CCN1C(CC=2C=CC(=CC2)OC)=NC=3C=CC=CC31,Z57299963,266.338,266.338,3.866,-2.88,0,2,27.05,4,https://real.enamine.net/public-enum-files/Z57299963,<rdkit.Chem.rdchem.Mol object at 0x16c013ae0>,0.7203417325874096
106,160,CC1=NN(CC=2C=CC=CC2Cl)C(C)=C1C(=O)N3CC(C)OC(C)C3,Z27725765,361.866,361.866,3.422,-3.626,0,3,47.36,4,https://real.enamine.net/public-enum-files/Z27725765,<rdkit.Chem.rdchem.Mol object at 0x16c013b50>,0.840777631317096
107,161,CC1=CC=C(O1)C2=NC=3C=CC=CC3C(=O)N2,Z666587254,226.231,226.231,2.288,-3.93,1,2,54.6,1,https://real.enamine.net/public-enum-files/Z666587254,<rdkit.Chem.rdchem.Mol object at 0x16c013bc0>,0.6930615462566723
108,163,CC(=O)NC=1C=CC=C(C1)N2N=NN=C2SCC=3C=CC=NC3,Z321091932,326.378,326.378,1.52,-3.736,1,5,85.59,6,https://real.enamine.net/public-enum-files/Z321091932,<rdkit.Chem.rdchem.Mol object at 0x16c013c30>,0.7242019624245684
109,164,CC(NC(=O)C=1C=CN=CC1)C=2C=CC(=CC2)C=3C=CC=CC3,Z27999586,302.371,302.371,4.273,-4.951,1,2,41.99,5,https://real.enamine.net/public-enum-files/Z27999586,<rdkit.Chem.rdchem.Mol object at 0x16c013ca0>,0.7829531158449411
110,166,CC=1OC(=NC1C(=O)N2CCCC=3C=C(C)C=CC32)C=4C=CC=CC4,Z28078443,332.397,332.397,3.981,-5.791,0,2,46.34,3,https://real.enamine.net/public-enum-files/Z28078443,<rdkit.Chem.rdchem.Mol object at 0x16c013d10>,0.691366497347829
111,168,COC=1C=CC(=CC1)C2=NN=C(SCCN3C=NC=N3)N2C,Z1047657238,316.383,316.383,0.866,-4.161,0,5,70.65,6,https://real.enamine.net/public-enum-files/Z1047657238,<rdkit.Chem.rdchem.Mol object at 0x16c013d80>,0.6466664027023804
112,171,COC=1C=CC(=CN1)C(=O)OCC2=NC(=NO2)C=3C=CSC3,Z154661602,317.322,317.322,2.501,-3.378,0,5,87.34,6,https://real.enamine.net/public-enum-files/Z154661602,<rdkit.Chem.rdchem.Mol object at 0x16c013df0>,0.6681571238915103
113,172,CC1=CC=C(O1)C(=O)N(CC2=NC=3C=CC=CC3C(=O)N2)C(C)C,Z28462307,325.363,325.363,1.471,-4.311,1,3,74.91,5,https://real.enamine.net/public-enum-files/Z28462307,<rdkit.Chem.rdchem.Mol object at 0x16c013e60>,0.7997206651293973
114,173,O=C(NC=1C=CC=C2C=CC=NC12)C=3C=C(Cl)C=C(Cl)C3,Z28487409,317.169,317.169,4.679,-5.639,1,2,41.99,3,https://real.enamine.net/public-enum-files/Z28487409,<rdkit.Chem.rdchem.Mol object at 0x16c013ed0>,0.7378838545903311
115,174,CN1C=CC(=CC1=O)CN2N=NN(C2=O)C=3C=CC=CC3Cl,Z654447042,317.731,317.731,1.839,-2.69,0,4,68.58,3,https://real.enamine.net/public-enum-files/Z654447042,<rdkit.Chem.rdchem.Mol object at 0x16c013f40>,0.7168545762611745
116,175,N#CC=1C=CC=CC1CN2N=NC(=N2)C=3C=CC(Cl)=CC3Cl,Z1729848473,330.171,330.171,4.198,-5.458,0,4,67.39,3,,<rdkit.Chem.rdchem.Mol object at 0x175ad4040>,0.7362108894205762
117,178,O=C(NC1CC1)C=2C=CSC2NC(=O)C=3C=NC=4C=CC=CC4N3,Z872277506,338.386,338.386,2.51,-4.082,2,4,83.98,6,https://real.enamine.net/public-enum-files/Z872277506,<rdkit.Chem.rdchem.Mol object at 0x175ad40b0>,0.7660168624033143
118,180,COC=1N=C(C)C=C(C)C1CNC=2C=CC(=NN2)N3C=CC(C)=N3,Z1238970793,324.381,324.381,2.95,-3.06,1,6,77.75,5,https://real.enamine.net/public-enum-files/Z1238970793,<rdkit.Chem.rdchem.Mol object at 0x175ad4120>,0.7771071053428044
119,182,CCC(C=1C=CC=CC1)S(=O)CC2=CN3C(C)=CC=CC3=N2,Z1521588595,312.431,312.431,2.659,-3.463,0,2,34.37,5,https://real.enamine.net/public-enum-files/Z1521588595,<rdkit.Chem.rdchem.Mol object at 0x175ad4190>,0.7122670739115884
120,183,O=C(NC1=NC=C(CC=2C=CC=CC2)S1)C=3C=NC=C(Br)C3,Z29127175,374.256,374.256,3.619,-5.011,1,3,54.88,5,https://real.enamine.net/public-enum-files/Z29127175,<rdkit.Chem.rdchem.Mol object at 0x175ad4200>,0.7467784665693078
121,186,CC1=C(C=NN1C)C(=O)NC=2C=CN(CC3=CC=CC4=CC=CN=C34)N2,Z952712692,346.387,346.387,1.206,-2.86,1,4,77.63,4,https://real.enamine.net/public-enum-files/Z952712692,<rdkit.Chem.rdchem.Mol object at 0x175ad4270>,0.6162706764952299
122,187,CC=1C=CC(=CC1)NC=2N=C(N)N=C(CN3CCC4=CC=CC=C43)N2,Z52663956,332.403,332.403,4.439,-5.603,2,6,79.96,4,https://real.enamine.net/public-enum-files/Z52663956,<rdkit.Chem.rdchem.Mol object at 0x175ad42e0>,0.7641788646681412
123,188,COC=1C=CC(=CC1)CC2=NN=C(O2)SC=3N=C(C)N=C(C)C3C,Z1425891455,342.417,342.417,2.611,-4.274,0,5,73.93,5,https://real.enamine.net/public-enum-files/Z1425891455,<rdkit.Chem.rdchem.Mol object at 0x175ad4350>,0.6565542105763387
124,189,O=C(C1=CN(CC=2C=CC=CC2)N=N1)N3CCCC4=CC(=CC=C43)C(F)(F)F,Z339382092,386.371,386.371,3.476,-5.087,0,3,51.02,4,https://real.enamine.net/public-enum-files/Z339382092,<rdkit.Chem.rdchem.Mol object at 0x175ad43c0>,0.6852457285422839
125,190,CN(CC=1C=CC=CC1)C(=O)C=2C=CC=CC2OCC3CCCO3,Z169536188,325.402,325.402,3.38,-4.138,0,3,38.77,7,https://real.enamine.net/public-enum-files/Z169536188,<rdkit.Chem.rdchem.Mol object at 0x175ad4430>,0.8155721551253942
126,192,CCN(C(=O)C=1C=NN(C1)CC2=CC=CC=C2Cl)C=3C=CC=CC3C,Z297026580,353.846,353.846,4.078,-4.808,0,2,38.13,6,https://real.enamine.net/public-enum-files/Z297026580,<rdkit.Chem.rdchem.Mol object at 0x175ad44a0>,0.6739937423476109
127,194,CC1=NN(CC=2C=CC=CC2Cl)C(C)=C1C(=O)NC=3C=CC(F)=CC3F,Z30801524,375.8,375.8,3.447,-5.002,1,2,46.92,5,https://real.enamine.net/public-enum-files/Z30801524,<rdkit.Chem.rdchem.Mol object at 0x175ad4510>,0.7160497898131587
128,195,NC(=O)C=1C=CC=CC1OCC=2C=CC(Cl)=C3C=CC=NC23,Z406391200,312.751,312.751,3.197,-4.823,1,3,65.21,4,https://real.enamine.net/public-enum-files/Z406391200,<rdkit.Chem.rdchem.Mol object at 0x175ad4580>,0.8006552245124515
129,196,O=C(NC=1C=CC=CC1)C=2C=CC=C(C2)CN3CCC=4C=CC=CC4C3,Z729191410,342.435,342.435,4.537,-4.92,1,2,32.34,4,https://real.enamine.net/public-enum-files/Z729191410,<rdkit.Chem.rdchem.Mol object at 0x175ad45f0>,0.7571457451299557
130,197,COCC1=C(SC=2C=CC=C(F)C12)C(=O)N(C)CC=3C=C(C)C=CC3OC,Z95869298,387.47,387.47,4.339,-5.67,0,3,38.77,6,https://real.enamine.net/public-enum-files/Z95869298,<rdkit.Chem.rdchem.Mol object at 0x175ad4660>,0.6111991701949093
131,198,CN1CCN(C(=O)C=2C=NN(C2)CC=3C=CC=CC3Cl)C(C1)C=4C=CC=CC4,Z169665764,394.898,394.898,4.399,-3.888,0,3,41.37,4,https://real.enamine.net/public-enum-files/Z169665764,<rdkit.Chem.rdchem.Mol object at 0x175ad46d0>,0.6769073099460925
132,200,CC1=C(C=NN1C=2C=CC=C(C2)C(F)(F)F)C(=O)NC=3C=CC=CC3F,Z240164216,363.31,363.31,3.594,-4.965,1,2,46.92,4,https://real.enamine.net/public-enum-files/Z240164216,<rdkit.Chem.rdchem.Mol object at 0x175ad4740>,0.6920653502696942
133,201,CCN(CC1=NC=CN1CC=2C=CC=CC2)C=3C=C(C)C=CC3C,Z729618232,319.444,319.444,4.965,-3.94,0,2,21.06,6,https://real.enamine.net/public-enum-files/Z729618232,<rdkit.Chem.rdchem.Mol object at 0x175ad47b0>,0.6631651730342979
134,203,CC1=NN(N=C1C(=O)N2CCCC=3C=CC(F)=CC32)C=4C=CC=CC4,Z431612672,336.364,336.364,4.007,-4.66,0,3,51.02,3,https://real.enamine.net/public-enum-files/Z431612672,<rdkit.Chem.rdchem.Mol object at 0x175ad4820>,0.7213372357879164
135,204,CCC1=NC(CN2N=NC(=N2)C=3C=CC(Br)=CC3)=NO1,Z803227394,335.16,335.16,2.462,-3.425,0,5,82.52,4,,<rdkit.Chem.rdchem.Mol object at 0x175ad4890>,0.7260771458045029
136,205,CC=1N=CC=2CCN(CC3=NC=CN3CC=4C=CC=CC4)CC2N1,Z1139232607,319.404,319.404,1.437,-1.01,0,4,46.84,4,https://real.enamine.net/public-enum-files/Z1139232607,<rdkit.Chem.rdchem.Mol object at 0x175ad4900>,0.7414326830337165
137,206,CN(CC=1C=CC=CC1)C(=O)C2=CN(C)C=3C=CC=CC23,Z89293365,278.349,278.349,3.434,-3.56,0,1,25.24,4,https://real.enamine.net/public-enum-files/Z89293365,<rdkit.Chem.rdchem.Mol object at 0x175ad4970>,0.7200791491368947
138,208,CC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C=3C=CN=C(C3)N4C=NC=N4,Z730749218,362.41,362.41,2.22,-6.258,1,5,85.59,4,https://real.enamine.net/public-enum-files/Z730749218,<rdkit.Chem.rdchem.Mol object at 0x175ad49e0>,0.6016385082645906
139,209,CN(CC=1C=CC=CC1F)C(=O)C=2C=NN(C2C(F)(F)F)C=3C=CC(=O)NN3,Z317572390,395.312,395.312,0.749,-4.73,1,4,79.59,6,https://real.enamine.net/public-enum-files/Z317572390,<rdkit.Chem.rdchem.Mol object at 0x175ad4a50>,0.6879218489194338
140,211,CC1=NN=C(CSC2=NN=C(CC=3C(F)=CC=CC3Cl)O2)O1,Z1066337752,340.762,340.762,0.405,-3.983,0,4,77.84,5,https://real.enamine.net/public-enum-files/Z1066337752,<rdkit.Chem.rdchem.Mol object at 0x175ad4ac0>,0.6581412593182272
141,212,CCN1C(=NN=C1C=2C=CC=CC2OC)SCC3=NC(C)=C(C)O3,Z785914624,344.433,344.433,1.607,-4.184,0,4,65.97,6,https://real.enamine.net/public-enum-files/Z785914624,<rdkit.Chem.rdchem.Mol object at 0x175ad4b30>,0.6324853541610768
142,215,CC(C)CN1N=CC=2C=C(C=NC21)C(=O)NC3=NC(=CS3)C(F)(F)F,Z966099900,369.367,369.367,2.84,-4.801,1,4,72.7,6,https://real.enamine.net/public-enum-files/Z966099900,<rdkit.Chem.rdchem.Mol object at 0x175ad4ba0>,0.7589121493135166
143,217,O=C(NCC1=CN(CC=2C=CC=CC2)N=C1C=3C=CC=CC3)C4CCOC4,Z875429826,361.438,361.438,2.944,-3.856,1,3,56.15,7,https://real.enamine.net/public-enum-files/Z875429826,<rdkit.Chem.rdchem.Mol object at 0x175ad4c10>,0.7332071685009843
144,218,O=C(NC1CCC2=NC=CN2C1)C3=CC=4C=CC=CC4S3,Z978950344,297.377,297.377,2.487,-3.67,1,2,46.92,3,https://real.enamine.net/public-enum-files/Z978950344,<rdkit.Chem.rdchem.Mol object at 0x175ad4c80>,0.7903920243034438
145,219,CC1=NOC(C)=C1CC(=O)NC=2C=NN(C2)CC=3C=CC=CC3,Z757944620,310.351,310.351,1.596,-1.628,1,3,72.95,6,https://real.enamine.net/public-enum-files/Z757944620,<rdkit.Chem.rdchem.Mol object at 0x175ad4cf0>,0.7861536954403892
146,221,CC1=NOC(=N1)C(C)SC2=NN=C(CC3=CC=CS3)O2,Z1066358460,308.382,308.382,0.864,-3.6,0,4,77.84,5,https://real.enamine.net/public-enum-files/Z1066358460,<rdkit.Chem.rdchem.Mol object at 0x175ad4d60>,0.6692310025376971
147,222,CC=1C=CC(=CC1)C2=NN=C(CN3C=C(C=CC3=O)C(F)(F)F)O2,Z359518184,335.281,335.281,1.831,-4.226,0,3,59.23,4,https://real.enamine.net/public-enum-files/Z359518184,<rdkit.Chem.rdchem.Mol object at 0x175ad4dd0>,0.7369236014692265
148,223,O=S(CC=1C=CC=C(Cl)C1)CC=2C=CC=C3OCCOC23,Z1137997013,322.808,322.808,2.695,-4.08,0,3,35.53,4,https://real.enamine.net/public-enum-files/Z1137997013,<rdkit.Chem.rdchem.Mol object at 0x175ad4e40>,0.8630960021458473
149,224,C=1C=CN2C(=NN=C2C1)C3CCN(CC3)C=4N=CC=CN4,Z94840893,280.329,280.329,0.613,-2.634,0,5,59.21,2,https://real.enamine.net/public-enum-files/Z94840893,<rdkit.Chem.rdchem.Mol object at 0x175ad4eb0>,0.7173097449853868
150,225,O=C1C(CCN1C=2C=CC(=CC2)C(F)(F)F)NC=3N=CC=CN3,Z1199275324,322.286,322.286,2.939,-4.58,1,4,58.12,4,https://real.enamine.net/public-enum-files/Z1199275324,<rdkit.Chem.rdchem.Mol object at 0x175ad4f20>,0.9438427807833568
151,226,O=C(NC=1C=CC(=CC1)OC(F)(F)F)N2CCC=3C=CC=CC3C2,Z409840944,336.309,336.309,3.722,-5.221,1,2,41.57,5,https://real.enamine.net/public-enum-files/Z409840944,<rdkit.Chem.rdchem.Mol object at 0x175ad4f90>,0.8939763577113304
152,228,COC=1C=CC(=CC1)C2=CSC=3N=C(NC(=O)C23)C=4N=CC=CN4,Z732599104,336.37,336.37,1.89,-5.797,1,5,76.47,3,,<rdkit.Chem.rdchem.Mol object at 0x175ad5000>,0.6215546454561495
153,229,CC1=C(C=NN1C=2C=CC(F)=CC2)C(C)NC(=O)C=3C=CC(=CC3)N(C)C,Z335382836,366.433,366.433,4.0,-3.96,1,3,50.16,5,https://real.enamine.net/public-enum-files/Z335382836,<rdkit.Chem.rdchem.Mol object at 0x175ad5070>,0.7455755100779929
154,231,FC=1C=C(F)C2=C(C1)CCCN2CC3=NC(=NO3)C4=CC=CO4,Z369158470,317.291,317.291,4.092,-4.074,0,3,55.3,3,https://real.enamine.net/public-enum-files/Z369158470,<rdkit.Chem.rdchem.Mol object at 0x175ad50e0>,0.739082603483411
155,232,CCN1C=C(C=N1)NC(=O)C2(CC2)C=3C=CC=C(C3)C(F)(F)F,Z1068314822,323.314,323.314,2.977,-2.728,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z1068314822,<rdkit.Chem.rdchem.Mol object at 0x175ad5150>,0.9344671581678102
157,234,CC1=NN(CN(C)CC=2C=CC=CC2)C(=S)N1C=3C=CC=CC3,Z44093216,324.445,324.445,3.671,-4.862,0,2,22.08,5,,<rdkit.Chem.rdchem.Mol object at 0x175ad5230>,0.6677442123927612
158,236,O=C(CC=1C=CC(Cl)=CC1)N2CCCN(CC3=CSC=N3)CC2,Z1069965744,349.88,349.88,2.412,-3.031,0,3,36.44,4,https://real.enamine.net/public-enum-files/Z1069965744,<rdkit.Chem.rdchem.Mol object at 0x175ad52a0>,0.8507394914222776
159,237,CC=1OC=NC1C2=NOC(=N2)C3(CC3)C=4C=CC=CC4,Z1891539064,267.283,267.283,1.815,-2.284,0,3,64.95,3,https://real.enamine.net/public-enum-files/Z1891539064,<rdkit.Chem.rdchem.Mol object at 0x175ad5310>,0.7291002015676511
160,238,CC1=CC=C(O1)C2=NC(=CS2)C(=O)NC=3N=CC(Br)=CC3C,Z1458947489,378.245,378.245,3.722,-4.959,1,3,68.02,4,https://real.enamine.net/public-enum-files/Z1458947489,<rdkit.Chem.rdchem.Mol object at 0x175ad5380>,0.7322605476250078
161,240,O=C(CN1CCN(CC=2C=CC=CC2F)CC1)N3CCCC=4C=CC=CC43,Z46506369,367.461,367.461,4.523,-3.538,0,3,26.79,4,https://real.enamine.net/public-enum-files/Z46506369,<rdkit.Chem.rdchem.Mol object at 0x175ad53f0>,0.8313955901913944
162,241,O=C(CN1CCN(CC1)C(=O)C2CC2)NC=3C=C(Cl)C=CC3Cl,Z46519860,356.247,356.247,2.381,-3.53,1,3,52.65,6,https://real.enamine.net/public-enum-files/Z46519860,<rdkit.Chem.rdchem.Mol object at 0x175ad5460>,0.901979838644716
163,243,O=C(NCC1CCN(C1)C2CC2)C3CC3C=4C=CC(F)=CC4F,Z1190952071,320.378,320.378,1.792,-2.717,1,2,32.34,6,https://real.enamine.net/public-enum-files/Z1190952071,<rdkit.Chem.rdchem.Mol object at 0x175ad54d0>,0.9045276341646074
164,244,COC=1C=CC=2N=C(C=CC=3C=CC(F)=CC3)SC2C1,Z46621139,285.338,285.338,5.213,-4.29,0,2,22.12,3,https://real.enamine.net/public-enum-files/Z46621139,<rdkit.Chem.rdchem.Mol object at 0x16c0111c0>,0.7005261461320831
165,245,COC=1C=CC=C(C1)CC2CCCN2C(=O)C3CC(=O)N(C)C3,Z739616376,316.396,316.396,2.501,-2.37,0,3,49.85,5,https://real.enamine.net/public-enum-files/Z739616376,<rdkit.Chem.rdchem.Mol object at 0x175ad5540>,0.8494993680842037
166,246,CC=1C=CC(C)=C(C1)CNC2=CC=C3N=C4CCCN4C(=O)C3=C2,Z739469514,319.401,319.401,3.822,-4.4,1,3,44.7,3,https://real.enamine.net/public-enum-files/Z739469514,<rdkit.Chem.rdchem.Mol object at 0x175ad55b0>,0.8025855291197262
167,247,CC(NC(=O)N1CCS(=O)(=O)CC1)C=2C=CC=NC2,Z1918801900,283.348,283.348,-0.859,-1.145,1,4,79.37,4,https://real.enamine.net/public-enum-files/Z1918801900,<rdkit.Chem.rdchem.Mol object at 0x175ad5620>,0.8609042875420758
168,248,CC1=CC=C(CC(C)NC(=O)N2CCS(=O)(=O)CC2)S1,Z1241918972,316.442,316.442,1.092,-2.833,1,3,66.48,5,https://real.enamine.net/public-enum-files/Z1241918972,<rdkit.Chem.rdchem.Mol object at 0x175ad5690>,0.917112949319304
169,249,CC=1C=CC=C(NCC2=NC(=NO2)C(C)C)C1C,Z267176922,245.321,245.321,2.586,-3.023,1,3,50.95,4,https://real.enamine.net/public-enum-files/Z267176922,<rdkit.Chem.rdchem.Mol object at 0x175ad5700>,0.8962723343851278
170,250,N#CC=1C=C(F)C=CC1N2CCN(CC2)C=3N=CC=CC3C(N)=O,Z1343285880,325.341,325.341,1.824,-3.831,1,5,86.25,3,https://real.enamine.net/public-enum-files/Z1343285880,<rdkit.Chem.rdchem.Mol object at 0x175ad5770>,0.9244046836983202
171,251,CC=1NC=2C(=CC=CC2C1C)C(=O)NCC(C=3C=CC=CC3)N4CCCC4,Z339504718,361.481,361.481,4.559,-4.718,2,2,48.13,5,https://real.enamine.net/public-enum-files/Z339504718,<rdkit.Chem.rdchem.Mol object at 0x175ad57e0>,0.7096070646059499
172,252,O=C(NC1CC1)C2CCN(CC2)C(=O)C3(CC3)C=4C=CC=CC4,Z740533926,312.407,312.407,0.776,-2.58,1,2,49.41,6,https://real.enamine.net/public-enum-files/Z740533926,<rdkit.Chem.rdchem.Mol object at 0x175ad5850>,0.9267209949863514
173,253,COCC1(O)CCN(CC1)C(=O)C=2C=CC=C(C2)N3C=CN=N3,Z1531370236,316.356,316.356,-0.169,-2.089,1,5,80.48,5,https://real.enamine.net/public-enum-files/Z1531370236,<rdkit.Chem.rdchem.Mol object at 0x175ad58c0>,0.9055293789876464
174,254,O=C(NC=1C=C2OCOC2=CC1Cl)C3=CC=C(O3)C=4C=CC(F)=CC4,Z169847564,359.736,359.736,4.131,-6.758,1,3,60.7,4,https://real.enamine.net/public-enum-files/Z169847564,<rdkit.Chem.rdchem.Mol object at 0x175ad5930>,0.7346715256737365
175,255,COCC1(O)CCN(CC1)C(=O)C=2C=CC(=C(C)C2)N3C=NC=N3,Z1531378075,330.382,330.382,-0.537,-3.131,1,5,80.48,5,https://real.enamine.net/public-enum-files/Z1531378075,<rdkit.Chem.rdchem.Mol object at 0x175ad59a0>,0.9106587517378352
176,256,O=C(CN1CCC(CC1)C(=O)NC2CC2)N3CCC=4C=CC=CC43,Z739984398,327.422,327.422,1.034,-2.4,1,3,52.65,4,https://real.enamine.net/public-enum-files/Z739984398,<rdkit.Chem.rdchem.Mol object at 0x175ad5a10>,0.9131484688466466
177,257,NC(=O)C1CCN(CC1)C(=O)CN2CCCC2CC=3C=CC(F)=CC3,Z739955040,347.428,347.428,1.229,-2.33,1,3,66.64,6,https://real.enamine.net/public-enum-files/Z739955040,<rdkit.Chem.rdchem.Mol object at 0x175ad5a80>,0.8788993765414024
178,258,CC1=CC=C(S1)C(=O)N2CCN(CCCC=3C=CC=CC3)CC2,Z740065574,328.474,328.474,3.965,-4.253,0,2,23.55,6,https://real.enamine.net/public-enum-files/Z740065574,<rdkit.Chem.rdchem.Mol object at 0x175ad5af0>,0.83919236096046
179,259,CC1=CC=C(S1)C(=O)N2CCN(CC(=O)NC=3C=CC(C)=CC3)CC2,Z62824820,357.472,357.472,3.233,-4.592,1,3,52.65,4,https://real.enamine.net/public-enum-files/Z62824820,<rdkit.Chem.rdchem.Mol object at 0x175ad5b60>,0.9153995055648813
180,260,CN1CCCC1CNCC=2C=CC=CC2OCC(=O)N3CCCC3,Z840222440,331.453,331.453,1.988,-1.938,1,4,44.81,8,https://real.enamine.net/public-enum-files/Z840222440,<rdkit.Chem.rdchem.Mol object at 0x175ad5bd0>,0.8284401063500985
181,261,O=C(C1=CC=2C=C(Cl)C=CC2O1)N3CCN(CC=4C=CC=CN4)CC3,Z165062072,355.818,355.818,2.888,-4.193,0,3,49.58,4,https://real.enamine.net/public-enum-files/Z165062072,<rdkit.Chem.rdchem.Mol object at 0x175ad5c40>,0.7218060589301794
182,262,CN(C)C1CCN(CC1)S(=O)(=O)C2=CC=C3NC(=O)CCC3=C2,Z414480224,337.439,337.439,0.839,-2.11,1,4,69.72,3,https://real.enamine.net/public-enum-files/Z414480224,<rdkit.Chem.rdchem.Mol object at 0x175ad5cb0>,0.9021575333357276
183,263,CN1C=C(C=N1)S(=O)(=O)NC(C=2C=CC=CC2)C(C)(C)C,Z740857066,307.413,307.413,3.033,-2.238,1,3,63.99,5,https://real.enamine.net/public-enum-files/Z740857066,<rdkit.Chem.rdchem.Mol object at 0x175ad5d20>,0.9435646883820132
184,264,O=C(NC=1C=CC=C(C1)OC2CCCC2)C=3C=CC=CC3F,Z318181766,299.34,299.34,4.03,-5.002,1,2,38.33,5,https://real.enamine.net/public-enum-files/Z318181766,<rdkit.Chem.rdchem.Mol object at 0x175ad5d90>,0.9084031437290404
185,265,CC(C)N(C)C(=O)C1CCCN(C1)C(=O)C2=CC3=CC=CC=C3N2,Z909141298,327.422,327.422,2.293,-4.14,1,2,56.41,5,https://real.enamine.net/public-enum-files/Z909141298,<rdkit.Chem.rdchem.Mol object at 0x175ad5e00>,0.9422299003590312
186,266,O=C(C1=CC=2C=CC=CC2N1)N3CCC(CC3)C(=O)N4CCCCCC4,Z102619752,353.459,353.459,1.415,-4.62,1,2,56.41,2,https://real.enamine.net/public-enum-files/Z102619752,<rdkit.Chem.rdchem.Mol object at 0x175ad5e70>,0.8992612251332986
187,267,CS(=O)(=O)N1CCCC(C1)C(=O)NCC2COC3=CC=CC=C3O2,Z243245030,354.423,354.423,1.619,-2.97,1,5,84.94,5,https://real.enamine.net/public-enum-files/Z243245030,<rdkit.Chem.rdchem.Mol object at 0x175ad5ee0>,0.856522822444985
188,268,CCC(=O)N(C)C1CCN(CC1)C=2N=CN=C3C=CC=CC23,Z1129748919,298.384,298.384,1.055,-3.75,0,4,49.33,3,https://real.enamine.net/public-enum-files/Z1129748919,<rdkit.Chem.rdchem.Mol object at 0x175ad5f50>,0.8732035393443703
189,269,O=C(NC1CCN(CC1)C(=O)C2=CC=3C=CC=CC3N2)C=4C=NC=CC4,Z826833064,348.399,348.399,0.983,-4.63,2,3,78.09,5,https://real.enamine.net/public-enum-files/Z826833064,<rdkit.Chem.rdchem.Mol object at 0x175ad5fc0>,0.7636086030381917
190,270,O=C(C=1N=C(C2CC2)N3C=CC=CC13)N4CC(CO)C4,Z1728176018,271.315,271.315,-0.465,-2.134,1,3,57.84,3,https://real.enamine.net/public-enum-files/Z1728176018,<rdkit.Chem.rdchem.Mol object at 0x175ad6030>,0.9144674675527584
191,271,O=C(NC1CCN2CCCCC12)C=3C=CC=C(Cl)C3,Z423020570,278.777,278.777,2.979,-3.458,1,2,32.34,3,https://real.enamine.net/public-enum-files/Z423020570,<rdkit.Chem.rdchem.Mol object at 0x175ad60a0>,0.9021043937122346
192,272,COC=1C=CC(=CN1)N(C)C(=O)C2=CC(=NN2C)C(C)(C)C,Z934681348,302.372,302.372,1.698,-2.348,0,4,60.25,5,https://real.enamine.net/public-enum-files/Z934681348,<rdkit.Chem.rdchem.Mol object at 0x175ad6110>,0.8732482757606409
